country,date,confirm,confirm_add,heal,dead
伊朗,3.21,20610,966,7635,1556
以色列,3.21,883,178,14,1
意大利,3.21,47021,5986,5129,4032
印度,3.21,283,60,23,5
印度尼西亚,3.21,450,81,20,38
英国,3.21,5027,1044,98,234
约旦,3.21,84,14,1,0
越南,3.21,94,7,17,0
赞比亚,3.21,2,0,0,0
乍得,3.21,1,0,0,0
智利,3.21,434,92,0,0
中非,3.21,3,0,0,0
中国,3.21,81498,5849,72382,3267
阿尔巴尼亚,3.22,76,6,0,2
阿尔及利亚,3.22,139,37,32,15
阿富汗,3.22,34,10,0,0
阿根廷,3.22,225,67,27,4
阿联酋,3.22,153,0,38,2
阿曼,3.22,52,0,12,0
阿塞拜疆,3.22,53,9,11,1
埃及,3.22,294,9,41,10
埃塞俄比亚,3.22,11,2,4,0
爱尔兰,3.22,785,102,5,3
爱沙尼亚,3.22,306,23,0,0
安道尔,3.22,114,26,1,1
安哥拉,3.22,2,0,0,0
安提瓜和巴布达,3.22,1,0,0,0
奥地利,3.22,2695,499,9,7
澳大利亚,3.22,1353,301,46,7
巴巴多斯,3.22,14,8,0,0
巴布亚新几内亚,3.22,1,0,0,0
巴哈马,3.22,4,0,0,0
巴基斯坦,3.22,730,235,13,3
巴拉圭,3.22,22,4,0,1
巴勒斯坦,3.22,59,6,17,0
巴林,3.22,334,28,129,2
巴拿马,3.22,245,45,0,3
巴西,3.22,1128,158,2,18
白俄罗斯,3.22,76,7,15,0
保加利亚,3.22,163,36,3,3
贝宁,3.22,2,0,0,0
比利时,3.22,3401,586,1,75
冰岛,3.22,473,64,5,1
波黑,3.22,93,29,0,1
波兰,3.22,563,138,13,7
玻利维亚,3.22,24,5,0,0
伯利兹,3.22,0,0,0,0
博茨瓦纳,3.22,0,0,0,0
不丹,3.22,2,0,0,0
布基纳法索,3.22,64,24,5,3
布隆迪,3.22,0,0,0,0
赤道几内亚,3.22,6,0,0,0
丹麦,3.22,1326,71,1,13
德国,3.22,23921,3822,266,92
东帝汶,3.22,1,0,0,0
多哥,3.22,16,0,1,0
多米尼加,3.22,112,78,0,3
多米尼克,3.22,0,0,0,0
俄罗斯,3.22,367,367,16,1
厄瓜多尔,3.22,532,165,3,7
厄立特里亚,3.22,1,1,0,0
法国,3.22,14459,1847,1587,562
梵蒂冈,3.22,1,0,0,0
菲律宾,3.22,380,73,15,25
斐济,3.22,2,1,0,0
芬兰,3.22,521,0,10,1
佛得角,3.22,3,0,0,0
冈比亚,3.22,1,0,0,0
刚果,3.22,4,1,0,0
刚果民主共和国,3.22,30,7,0,1
哥伦比亚,3.22,210,52,1,1
哥斯达黎加,3.22,117,4,2,2
格林纳达,3.22,0,0,0,0
格鲁吉亚,3.22,54,7,3,0
古巴,3.22,21,0,0,1
圭亚那,3.22,7,0,0,1
哈萨克斯坦,3.22,54,1,0,0
海地,3.22,2,0,0,0
韩国,3.22,8897,98,2909,104
荷兰,3.22,4204,573,0,179
黑山,3.22,16,2,0,0
洪都拉斯,3.22,26,2,0,0
吉布提,3.22,1,0,0,0
吉尔吉斯斯坦,3.22,14,2,0,0
几内亚,3.22,2,0,0,0
几内亚比绍,3.22,0,0,0,0
加拿大,3.22,1377,231,14,19
加纳,3.22,21,2,0,1
加蓬,3.22,5,1,0,1
柬埔寨,3.22,53,2,1,0
捷克共和国,3.22,1047,214,6,0
津巴布韦,3.22,3,1,0,0
喀麦隆,3.22,40,13,2,0
卡塔尔,3.22,481,11,27,0
科摩罗,3.22,0,0,0,0
科特迪瓦,3.22,14,0,1,0
科威特,3.22,188,12,30,0
克罗地亚,3.22,206,76,5,1
肯尼亚,3.22,15,8,0,0
拉脱维亚,3.22,124,13,1,0
老挝,3.22,0,0,0,0
黎巴嫩,3.22,248,42,8,4
立陶宛,3.22,83,20,0,1
利比里亚,3.22,3,0,0,0
利比亚,3.22,0,0,0,0
列支敦士登公国,3.22,37,9,0,0
卢森堡,3.22,798,128,0,8
卢旺达,3.22,17,0,0,0
罗马尼亚,3.22,433,125,64,1
马达加斯加,3.22,3,3,0,0
马尔代夫,3.22,13,0,0,0
马耳他,3.22,90,26,2,0
马拉维,3.22,0,0,0,0
马来西亚,3.22,1306,406,114,10
马里,3.22,0,0,0,0
马其顿,3.22,85,18,1,0
毛里求斯,3.22,18,4,0,1
毛里塔尼亚,3.22,2,0,0,0
美国,3.22,26856,6680,178,346
蒙古,3.22,10,0,0,0
孟加拉,3.22,27,3,5,2
秘鲁,3.22,318,55,2,5
缅甸,3.22,0,0,0,0
摩尔多瓦,3.22,80,14,1,1
摩洛哥,3.22,96,10,2,3
摩纳哥,3.22,18,6,0,0
莫桑比克,3.22,0,0,0,0
墨西哥,3.22,251,48,4,2
纳米比亚,3.22,3,0,0,0
南非,3.22,240,0,0,0
尼泊尔,3.22,2,1,1,0
尼加拉瓜,3.22,2,0,0,0
尼日尔,3.22,2,1,0,0
尼日利亚,3.22,26,4,1,0
挪威,3.22,2164,214,1,7
葡萄牙,3.22,1600,815,5,14
日本,3.22,1101,47,232,41
瑞典,3.22,1770,131,16,20
瑞士,3.22,7014,2042,131,80
萨尔瓦多,3.22,3,0,0,0
塞尔维亚,3.22,171,22,0,1
塞拉利昂,3.22,0,0,0,0
塞内加尔,3.22,56,9,5,0
塞浦路斯,3.22,84,9,0,1
塞舌尔,3.22,7,0,0,0
沙特阿拉伯,3.22,511,119,17,0
圣基茨和尼维斯,3.22,0,0,0,0
圣卢西亚,3.22,2,0,0,0
圣马力诺,3.22,160,9,4,20
圣文森特和格林纳丁斯,3.22,1,0,0,0
斯里兰卡,3.22,81,4,1,0
斯洛伐克,3.22,178,41,0,1
斯洛文尼亚,3.22,383,42,0,1
斯威士兰,3.22,4,3,0,0
苏丹,3.22,2,0,0,1
苏里南,3.22,5,1,0,0
索马里,3.22,1,0,0,0
塔吉克斯坦,3.22,0,0,0,0
泰国,3.22,599,188,44,1
坦桑尼亚,3.22,12,6,0,0
特立尼达和多巴哥,3.22,50,41,1,0
突尼斯,3.22,75,15,0,3
土耳其,3.22,947,277,0,21
危地马拉,3.22,17,5,0,1
委内瑞拉,3.22,70,28,0,0
文莱,3.22,88,5,2,0
乌干达,3.22,1,1,0,0
乌克兰,3.22,47,6,0,3
乌拉圭,3.22,135,25,0,0
乌兹别克斯坦,3.22,43,10,0,0
西班牙,3.22,28572,3646,2575,1720
希腊,3.22,530,35,19,13
新加坡,3.22,455,23,140,2
新西兰,3.22,66,13,0,0
匈牙利,3.22,131,28,12,6
叙利亚,3.22,0,0,0,0
牙买加,3.22,16,0,2,1
亚美尼亚,3.22,160,24,1,0
也门,3.22,0,0,0,0
伊拉克,3.22,214,6,49,17
伊朗,3.22,21638,1028,7913,1685
以色列,3.22,945,62,37,1
意大利,3.22,53578,6557,6072,4825
印度,3.22,341,58,23,6
印度尼西亚,3.22,514,64,20,48
英国,3.22,5683,656,98,281
约旦,3.22,99,15,1,0
越南,3.22,99,5,17,0
赞比亚,3.22,3,1,0,0
乍得,3.22,1,0,0,0
智利,3.22,537,103,8,1
中非,3.22,3,0,0,0
中国,3.22,81600,5483,72841,3276
阿尔巴尼亚,3.23,89,13,2,4
阿尔及利亚,3.23,201,62,32,17
阿富汗,3.23,40,6,0,1
阿根廷,3.23,265,40,27,4
阿联酋,3.23,198,45,41,2
阿曼,3.23,66,14,17,0
阿塞拜疆,3.23,72,19,11,1
埃及,3.23,327,33,56,14
埃塞俄比亚,3.23,11,0,0,0
爱尔兰,3.23,906,121,5,4
爱沙尼亚,3.23,326,20,0,0
安道尔,3.23,133,19,1,1
安哥拉,3.23,2,0,0,0
安提瓜和巴布达,3.23,1,0,0,0
奥地利,3.23,3627,932,9,16
澳大利亚,3.23,1709,356,88,7
巴巴多斯,3.23,17,3,0,0
巴布亚新几内亚,3.23,1,0,0,0
巴哈马,3.23,4,0,0,0
巴基斯坦,3.23,799,69,13,5
巴拉圭,3.23,22,0,0,1
巴勒斯坦,3.23,59,0,17,0
巴林,3.23,339,5,160,2
巴拿马,3.23,313,68,0,3
巴西,3.23,1546,418,2,25
白俄罗斯,3.23,81,12,15,0
保加利亚,3.23,187,24,3,3
贝宁,3.23,2,0,0,0
比利时,3.23,3743,342,350,88
冰岛,3.23,568,95,5,1
波黑,3.23,126,33,0,1
波兰,3.23,634,71,13,7
玻利维亚,3.23,27,3,0,0
伯利兹,3.23,0,0,0,0
博茨瓦纳,3.23,0,0,0,0
不丹,3.23,2,0,0,0
布基纳法索,3.23,99,35,5,4
布隆迪,3.23,0,0,0,0
赤道几内亚,3.23,9,3,0,0
丹麦,3.23,1450,124,1,24
德国,3.23,27181,3259,422,113
东帝汶,3.23,1,0,0,0
多哥,3.23,18,2,0,0
多米尼加,3.23,202,90,0,3
多米尼克,3.23,1,0,0,0
俄罗斯,3.23,438,71,17,1
厄瓜多尔,3.23,789,257,3,14
厄立特里亚,3.23,1,0,0,0
法国,3.23,16680,2221,2200,674
梵蒂冈,3.23,1,0,0,0
菲律宾,3.23,462,82,18,33
斐济,3.23,3,1,0,0
芬兰,3.23,626,105,10,1
佛得角,3.23,3,0,0,0
冈比亚,3.23,1,0,0,0
刚果,3.23,3,-1,0,0
刚果民主共和国,3.23,30,0,0,2
哥伦比亚,3.23,235,25,3,2
哥斯达黎加,3.23,134,17,0,2
格林纳达,3.23,1,0,0,0
格鲁吉亚,3.23,54,7,3,0
古巴,3.23,35,14,0,1
圭亚那,3.23,19,12,0,1
哈萨克斯坦,3.23,60,6,0,0
海地,3.23,5,3,0,0
韩国,3.23,8961,64,3166,111
荷兰,3.23,4749,545,0,213
黑山,3.23,22,6,0,1
洪都拉斯,3.23,27,1,0,0
吉布提,3.23,1,0,0,0
吉尔吉斯斯坦,3.23,16,4,0,0
几内亚,3.23,4,2,0,0
几内亚比绍,3.23,0,0,0,0
加拿大,3.23,1472,95,14,21
加纳,3.23,24,3,0,1
加蓬,3.23,5,0,0,1
柬埔寨,3.23,84,31,2,0
捷克共和国,3.23,1165,170,7,1
津巴布韦,3.23,2,2,0,1
喀麦隆,3.23,56,16,2,0
卡塔尔,3.23,494,13,33,0
科摩罗,3.23,0,0,0,0
科特迪瓦,3.23,25,11,2,0
科威特,3.23,189,1,30,0
克罗地亚,3.23,254,48,5,1
肯尼亚,3.23,16,1,0,0
拉脱维亚,3.23,139,15,1,0
老挝,3.23,0,0,0,0
黎巴嫩,3.23,267,19,8,4
立陶宛,3.23,143,60,1,1
利比里亚,3.23,3,0,0,0
利比亚,3.23,0,0,0,0
列支敦士登公国,3.23,46,9,0,0
卢森堡,3.23,798,0,6,8
卢旺达,3.23,19,2,0,0
罗马尼亚,3.23,576,143,73,5
马达加斯加,3.23,12,9,0,0
马尔代夫,3.23,13,0,5,0
马耳他,3.23,107,17,2,0
马拉维,3.23,0,0,0,0
马来西亚,3.23,1518,212,114,14
马里,3.23,0,0,0,0
马其顿,3.23,114,29,1,1
毛里求斯,3.23,28,10,0,2
毛里塔尼亚,3.23,2,0,0,0
美国,3.23,35224,8368,178,471
蒙古,3.23,10,0,0,0
孟加拉,3.23,33,6,5,3
秘鲁,3.23,363,55,2,5
缅甸,3.23,0,0,0,0
摩尔多瓦,3.23,94,14,1,1
摩洛哥,3.23,122,13,3,4
摩纳哥,3.23,23,5,0,0
莫桑比克,3.23,1,1,0,0
墨西哥,3.23,316,65,4,2
纳米比亚,3.23,3,0,0,0
南非,3.23,402,162,1,0
尼泊尔,3.23,2,1,1,0
尼加拉瓜,3.23,2,0,0,0
尼日尔,3.23,2,0,0,0
尼日利亚,3.23,36,14,2,1
挪威,3.23,2262,98,1,7
葡萄牙,3.23,2060,460,5,23
日本,3.23,1140,39,285,42
瑞典,3.23,1934,188,16,23
瑞士,3.23,8060,1046,131,100
萨尔瓦多,3.23,3,0,0,0
塞尔维亚,3.23,222,51,0,1
塞拉利昂,3.23,0,0,0,0
塞内加尔,3.23,67,11,5,0
塞浦路斯,3.23,95,11,3,1
塞舌尔,3.23,7,0,0,0
沙特阿拉伯,3.23,562,51,19,0
圣基茨和尼维斯,3.23,0,0,0,0
圣卢西亚,3.23,2,0,0,0
圣马力诺,3.23,175,24,4,20
圣文森特和格林纳丁斯,3.23,1,0,0,0
斯里兰卡,3.23,92,11,1,0
斯洛伐克,3.23,185,7,0,1
斯洛文尼亚,3.23,414,73,0,2
斯威士兰,3.23,4,0,0,0
苏丹,3.23,2,0,0,1
苏里南,3.23,5,0,0,0
索马里,3.23,1,0,0,0
塔吉克斯坦,3.23,0,0,0,0
泰国,3.23,721,122,45,1
坦桑尼亚,3.23,12,0,0,0
特立尼达和多巴哥,3.23,51,1,0,0
突尼斯,3.23,89,14,1,3
土耳其,3.23,1236,289,0,30
危地马拉,3.23,19,2,0,1
委内瑞拉,3.23,77,7,0,0
文莱,3.23,91,3,2,0
乌干达,3.23,1,0,0,0
乌克兰,3.23,73,26,1,3
乌拉圭,3.23,158,23,0,0
乌兹别克斯坦,3.23,46,3,0,0
西班牙,3.23,33089,4517,2575,2182
希腊,3.23,624,94,19,15
新加坡,3.23,509,54,140,2
新西兰,3.23,102,36,0,0
匈牙利,3.23,167,36,12,7
叙利亚,3.23,1,1,0,0
牙买加,3.23,19,3,2,1
亚美尼亚,3.23,194,37,2,0
也门,3.23,0,0,0,0
伊拉克,3.23,233,19,57,20
伊朗,3.23,23049,1411,8376,1812
以色列,3.23,1238,293,37,1
意大利,3.23,59138,5560,7024,5476
印度,3.23,425,84,24,8
印度尼西亚,3.23,579,65,30,49
英国,3.23,6650,967,98,335
约旦,3.23,112,13,1,0
越南,3.23,123,22,17,0
赞比亚,3.23,3,0,0,0
乍得,3.23,1,0,0,0
智利,3.23,632,95,8,1
中非,3.23,3,0,0,0
中国,3.23,81747,5165,73299,3283
阿尔巴尼亚,3.24,104,15,5,4
阿尔及利亚,3.24,230,29,32,17
阿富汗,3.24,42,2,0,1
阿根廷,3.24,301,36,27,4
阿联酋,3.24,198,0,41,2
阿曼,3.24,84,18,17,0
阿塞拜疆,3.24,87,15,10,1
埃及,3.24,366,39,68,19
埃塞俄比亚,3.24,12,1,4,0
爱尔兰,3.24,1125,219,5,6
爱沙尼亚,3.24,352,26,0,0
安道尔,3.24,164,31,1,1
安哥拉,3.24,3,1,0,0
安提瓜和巴布达,3.24,3,2,0,0
奥地利,3.24,4486,859,9,25
澳大利亚,3.24,2136,427,118,8
巴巴多斯,3.24,17,0,0,0
巴布亚新几内亚,3.24,1,0,0,0
巴哈马,3.24,4,0,0,0
巴基斯坦,3.24,892,93,13,6
巴拉圭,3.24,27,5,0,1
巴勒斯坦,3.24,59,0,17,0
巴林,3.24,391,52,177,3
巴拿马,3.24,345,32,0,6
巴西,3.24,1891,345,2,34
白俄罗斯,3.24,81,0,22,0
保加利亚,3.24,201,14,3,3
贝宁,3.24,5,4,0,0
比利时,3.24,4269,526,350,122
冰岛,3.24,588,20,5,1
波黑,3.24,131,5,2,1
波兰,3.24,749,115,13,8
玻利维亚,3.24,28,1,0,0
伯利兹,3.24,1,1,0,0
博茨瓦纳,3.24,0,0,0,0
不丹,3.24,2,0,0,0
布基纳法索,3.24,114,50,5,4
布隆迪,3.24,0,0,0,0
赤道几内亚,3.24,9,0,0,0
丹麦,3.24,1577,127,1,24
德国,3.24,31370,4189,453,132
东帝汶,3.24,1,0,0,0
多哥,3.24,20,2,1,0
多米尼加,3.24,312,110,3,6
多米尼克,3.24,2,1,0,0
俄罗斯,3.24,498,60,17,1
厄瓜多尔,3.24,981,192,3,18
厄立特里亚,3.24,1,0,0,0
法国,3.24,19856,3176,2200,860
梵蒂冈,3.24,1,0,0,0
菲律宾,3.24,552,90,20,35
斐济,3.24,4,1,0,0
芬兰,3.24,700,74,10,1
佛得角,3.24,3,2,0,1
冈比亚,3.24,2,1,0,1
刚果,3.24,4,1,0,0
刚果民主共和国,3.24,45,15,0,2
哥伦比亚,3.24,277,42,3,3
哥斯达黎加,3.24,158,24,0,2
格林纳达,3.24,1,0,0,0
格鲁吉亚,3.24,67,13,9,0
古巴,3.24,40,19,0,1
圭亚那,3.24,20,1,0,1
哈萨克斯坦,3.24,66,6,0,0
海地,3.24,6,1,0,0
韩国,3.24,9037,76,3507,120
荷兰,3.24,5560,1356,0,276
黑山,3.24,27,17,0,1
洪都拉斯,3.24,30,6,0,0
吉布提,3.24,3,2,0,0
吉尔吉斯斯坦,3.24,42,26,0,0
几内亚,3.24,4,2,0,0
几内亚比绍,3.24,0,0,0,0
加拿大,3.24,2091,619,109,25
加纳,3.24,52,28,0,2
加蓬,3.24,6,1,0,1
柬埔寨,3.24,91,7,4,0
捷克共和国,3.24,1236,116,7,1
津巴布韦,3.24,3,1,0,1
喀麦隆,3.24,66,10,2,0
卡塔尔,3.24,501,7,37,0
科摩罗,3.24,0,0,0,0
科特迪瓦,3.24,25,0,2,0
科威特,3.24,191,2,39,0
克罗地亚,3.24,315,315,5,1
肯尼亚,3.24,25,9,0,0
拉脱维亚,3.24,180,41,1,0
老挝,3.24,2,2,0,0
黎巴嫩,3.24,304,37,8,4
立陶宛,3.24,160,17,1,1
利比里亚,3.24,3,0,0,0
利比亚,3.24,0,0,0,0
列支敦士登公国,3.24,51,14,0,0
卢森堡,3.24,875,77,0,8
卢旺达,3.24,36,19,0,0
罗马尼亚,3.24,763,329,73,8
马达加斯加,3.24,19,7,0,0
马尔代夫,3.24,13,0,5,0
马耳他,3.24,110,3,2,0
马拉维,3.24,0,0,0,0
马来西亚,3.24,1624,318,183,15
马里,3.24,0,0,0,0
马其顿,3.24,136,22,1,2
毛里求斯,3.24,36,8,0,2
毛里塔尼亚,3.24,2,0,0,0
美国,3.24,46443,11219,314,586
蒙古,3.24,10,0,0,0
孟加拉,3.24,33,6,5,3
秘鲁,3.24,395,32,2,5
缅甸,3.24,2,2,0,0
摩尔多瓦,3.24,109,14,1,1
摩洛哥,3.24,143,28,5,4
摩纳哥,3.24,23,0,1,0
莫桑比克,3.24,3,2,0,0
墨西哥,3.24,367,51,4,4
纳米比亚,3.24,4,2,0,0
南非,3.24,554,152,1,0
尼泊尔,3.24,4,2,1,0
尼加拉瓜,3.24,2,0,0,0
尼日尔,3.24,3,1,0,0
尼日利亚,3.24,40,4,2,1
挪威,3.24,2573,311,1,10
葡萄牙,3.24,2362,762,5,29
日本,3.24,1209,69,285,42
瑞典,3.24,2272,338,16,36
瑞士,3.24,9117,1057,131,122
萨尔瓦多,3.24,5,2,0,0
塞尔维亚,3.24,249,27,2,3
塞拉利昂,3.24,0,0,0,0
塞内加尔,3.24,79,12,8,0
塞浦路斯,3.24,116,21,3,1
塞舌尔,3.24,7,0,0,0
沙特阿拉伯,3.24,767,205,28,1
圣基茨和尼维斯,3.24,0,0,0,0
圣卢西亚,3.24,3,1,0,0
圣马力诺,3.24,187,12,4,21
圣文森特和格林纳丁斯,3.24,1,0,0,0
斯里兰卡,3.24,100,8,1,0
斯洛伐克,3.24,186,1,0,1
斯洛文尼亚,3.24,442,28,0,3
斯威士兰,3.24,5,1,0,0
苏丹,3.24,3,1,0,1
苏里南,3.24,6,6,0,0
索马里,3.24,1,0,0,0
塔吉克斯坦,3.24,0,0,0,0
泰国,3.24,827,106,57,4
坦桑尼亚,3.24,12,0,0,0
特立尼达和多巴哥,3.24,52,1,0,0
突尼斯,3.24,114,25,1,3
土耳其,3.24,1529,293,0,37
危地马拉,3.24,20,1,0,1
委内瑞拉,3.24,84,7,0,0
文莱,3.24,104,13,2,0
乌干达,3.24,9,8,0,0
乌克兰,3.24,97,13,1,3
乌拉圭,3.24,162,4,0,0
乌兹别克斯坦,3.24,50,4,0,0
西班牙,3.24,39673,6584,3355,2696
希腊,3.24,695,71,19,17
新加坡,3.24,558,49,140,2
新西兰,3.24,142,40,12,0
匈牙利,3.24,187,20,12,8
叙利亚,3.24,1,0,0,0
牙买加,3.24,21,2,2,1
亚美尼亚,3.24,235,41,2,0
也门,3.24,0,0,0,0
伊拉克,3.24,266,33,62,23
伊朗,3.24,24811,1762,8913,1934
以色列,3.24,1656,585,49,1
意大利,3.24,63927,4789,7432,6077
印度,3.24,519,94,40,9
印度尼西亚,3.24,686,107,30,50
英国,3.24,8077,1427,98,422
约旦,3.24,127,15,1,0
越南,3.24,134,11,17,0
赞比亚,3.24,3,0,0,0
乍得,3.24,3,2,0,0
智利,3.24,746,114,11,2
中非,3.24,3,0,0,0
中国,3.24,81846,4768,73791,3287
阿尔巴尼亚,3.25,123,19,10,5
阿尔及利亚,3.25,264,34,32,19
阿富汗,3.25,80,38,0,2
阿根廷,3.25,385,84,27,6
阿联酋,3.25,333,135,52,2
阿曼,3.25,99,15,17,0
阿塞拜疆,3.25,93,21,10,2
埃及,3.25,442,76,80,21
埃塞俄比亚,3.25,12,0,0,0
爱尔兰,3.25,1329,204,5,7
爱沙尼亚,3.25,369,17,0,0
安道尔,3.25,185,21,1,1
安哥拉,3.25,3,0,0,0
安提瓜和巴布达,3.25,3,0,0,0
奥地利,3.25,4876,390,9,30
澳大利亚,3.25,2423,287,118,8
巴巴多斯,3.25,18,1,0,0
巴布亚新几内亚,3.25,1,0,0,0
巴哈马,3.25,5,1,1,0
巴基斯坦,3.25,998,106,13,7
巴拉圭,3.25,37,10,0,3
巴勒斯坦,3.25,60,1,17,0
巴林,3.25,419,28,190,4
巴拿马,3.25,443,98,0,6
巴西,3.25,2201,310,2,46
白俄罗斯,3.25,86,5,15,0
保加利亚,3.25,218,17,3,3
贝宁,3.25,6,1,0,0
比利时,3.25,4937,668,350,122
冰岛,3.25,648,60,5,2
波黑,3.25,168,37,2,3
波兰,3.25,901,152,13,10
玻利维亚,3.25,32,4,0,0
伯利兹,3.25,1,0,0,0
博茨瓦纳,3.25,0,0,0,0
不丹,3.25,2,0,0,0
布基纳法索,3.25,114,0,7,4
布隆迪,3.25,0,0,0,0
赤道几内亚,3.25,9,0,0,0
丹麦,3.25,1591,131,1,32
德国,3.25,35353,3983,3243,181
东帝汶,3.25,1,0,0,0
多哥,3.25,23,3,1,0
多米尼加,3.25,312,0,3,6
多米尼克,3.25,7,5,0,0
俄罗斯,3.25,658,160,29,1
厄瓜多尔,3.25,1049,68,3,27
厄立特里亚,3.25,1,0,0,0
法国,3.25,22300,2444,3281,1100
梵蒂冈,3.25,4,3,0,0
菲律宾,3.25,636,84,26,38
斐济,3.25,5,1,0,0
芬兰,3.25,792,92,10,1
佛得角,3.25,4,1,0,1
冈比亚,3.25,3,2,0,1
刚果,3.25,4,0,0,0
刚果民主共和国,3.25,48,3,1,3
哥伦比亚,3.25,378,101,6,3
哥斯达黎加,3.25,177,19,2,2
格林纳达,3.25,1,0,0,0
格鲁吉亚,3.25,73,6,9,0
古巴,3.25,48,8,1,1
圭亚那,3.25,5,-15,0,1
哈萨克斯坦,3.25,80,14,2,0
海地,3.25,7,1,0,0
韩国,3.25,9137,100,3730,126
荷兰,3.25,6412,852,0,356
黑山,3.25,52,25,0,1
洪都拉斯,3.25,36,6,0,0
吉布提,3.25,11,8,0,0
吉尔吉斯斯坦,3.25,42,26,0,0
几内亚,3.25,4,0,0,0
几内亚比绍,3.25,2,2,0,0
加拿大,3.25,2892,801,110,35
加纳,3.25,68,16,0,2
加蓬,3.25,6,0,0,1
柬埔寨,3.25,96,12,2,0
捷克共和国,3.25,1497,261,10,5
津巴布韦,3.25,3,1,0,1
喀麦隆,3.25,66,10,2,1
卡塔尔,3.25,526,25,41,0
科摩罗,3.25,0,0,0,0
科特迪瓦,3.25,73,48,3,0
科威特,3.25,195,4,43,0
克罗地亚,3.25,382,67,5,1
肯尼亚,3.25,28,12,0,0
拉脱维亚,3.25,197,17,1,0
老挝,3.25,3,1,0,0
黎巴嫩,3.25,333,29,8,4
立陶宛,3.25,209,49,1,1
利比里亚,3.25,3,0,0,0
利比亚,3.25,1,0,0,0
列支敦士登公国,3.25,51,0,0,0
卢森堡,3.25,1099,224,0,8
卢旺达,3.25,40,4,0,0
罗马尼亚,3.25,906,143,86,13
马达加斯加,3.25,19,0,0,0
马尔代夫,3.25,13,0,8,0
马耳他,3.25,129,19,2,0
马拉维,3.25,0,0,0,0
马来西亚,3.25,1796,490,199,19
马里,3.25,2,2,0,0
马其顿,3.25,177,41,1,2
毛里求斯,3.25,48,12,0,2
毛里塔尼亚,3.25,2,0,0,0
美国,3.25,55242,8799,354,801
蒙古,3.25,10,0,0,0
孟加拉,3.25,39,6,7,5
秘鲁,3.25,416,21,1,7
缅甸,3.25,3,1,0,0
摩尔多瓦,3.25,125,16,1,1
摩洛哥,3.25,170,27,6,5
摩纳哥,3.25,27,4,1,0
莫桑比克,3.25,5,4,0,0
墨西哥,3.25,405,38,4,5
纳米比亚,3.25,7,3,0,0
南非,3.25,709,155,1,0
尼泊尔,3.25,5,1,1,0
尼加拉瓜,3.25,2,0,0,0
尼日尔,3.25,7,4,0,1
尼日利亚,3.25,44,4,2,1
挪威,3.25,2796,223,1,12
葡萄牙,3.25,2995,633,22,43
日本,3.25,1307,98,310,45
瑞典,3.25,2272,338,16,36
瑞士,3.25,9877,1817,131,122
萨尔瓦多,3.25,9,4,0,0
塞尔维亚,3.25,384,135,2,4
塞拉利昂,3.25,0,0,0,0
塞内加尔,3.25,86,7,8,0
塞浦路斯,3.25,124,8,3,3
塞舌尔,3.25,7,0,0,0
沙特阿拉伯,3.25,900,133,29,2
圣基茨和尼维斯,3.25,0,0,0,0
圣卢西亚,3.25,3,0,0,0
圣马力诺,3.25,187,0,4,21
圣文森特和格林纳丁斯,3.25,1,0,0,0
斯里兰卡,3.25,102,2,1,0
斯洛伐克,3.25,204,18,7,1
斯洛文尼亚,3.25,476,34,0,3
斯威士兰,3.25,4,-1,0,0
苏丹,3.25,3,0,0,1
苏里南,3.25,7,1,0,0
索马里,3.25,1,0,0,0
塔吉克斯坦,3.25,0,0,0,0
泰国,3.25,934,107,70,4
坦桑尼亚,3.25,12,0,0,0
特立尼达和多巴哥,3.25,57,5,0,0
突尼斯,3.25,119,5,1,4
土耳其,3.25,1872,343,0,44
危地马拉,3.25,21,1,0,1
委内瑞拉,3.25,91,7,15,0
文莱,3.25,109,5,2,0
乌干达,3.25,14,5,0,0
乌克兰,3.25,113,16,1,4
乌拉圭,3.25,189,31,0,0
乌兹别克斯坦,3.25,55,5,0,0
西班牙,3.25,47610,7937,3355,3434
希腊,3.25,743,48,19,20
新加坡,3.25,631,73,140,2
新西兰,3.25,205,63,12,0
匈牙利,3.25,226,39,21,10
叙利亚,3.25,4,3,0,0
牙买加,3.25,25,4,2,1
亚美尼亚,3.25,265,30,16,0
也门,3.25,0,0,0,0
伊拉克,3.25,346,80,89,29
伊朗,3.25,27017,2206,9625,2077
以色列,3.25,2170,514,58,5
意大利,3.25,69176,5249,8326,6820
印度,3.25,606,87,42,10
印度尼西亚,3.25,790,104,30,58
英国,3.25,9529,1452,140,465
约旦,3.25,153,26,1,0
越南,3.25,141,18,17,0
赞比亚,3.25,12,9,0,0
乍得,3.25,3,2,0,0
智利,3.25,922,172,17,2
中非,3.25,3,0,0,0
中国,3.25,81960,4471,74196,3293
阿尔巴尼亚,3.26,146,23,10,5
阿尔及利亚,3.26,302,38,32,21
阿富汗,3.26,84,4,0,2
阿根廷,3.26,502,117,27,6
阿联酋,3.26,333,0,52,2
阿曼,3.26,109,10,23,0
阿塞拜疆,3.26,122,29,15,3
埃及,3.26,456,14,95,21
埃塞俄比亚,3.26,12,0,0,0
爱尔兰,3.26,1564,235,5,9
爱沙尼亚,3.26,404,35,4,1
安道尔,3.26,220,35,1,1
安哥拉,3.26,3,0,0,0
安提瓜和巴布达,3.26,3,0,0,0
奥地利,3.26,6001,1125,9,42
澳大利亚,3.26,2799,376,170,12
巴巴多斯,3.26,18,0,0,0
巴布亚新几内亚,3.26,1,0,0,0
